,timestamp,open,high,low,close,volume_(btc),volume_(currency),weighted_price,volumn_square
0,1340317800,,,,,,,,
1,1340317860,,,,,,,,
2,1340317920,,,,,,,,
3,1340317980,,,,,,,,
4,1340318040,,,,,,,,
5,1340318100,6.64,6.64,6.64,6.64,2.01984073,13.41174245,6.64,4.079756574566932
6,1340318160,,,,,,,,
7,1340318220,,,,,,,,
8,1340318280,,,,,,,,
9,1340318340,,,,,,,,
10,1340318400,,,,,,,,
11,1340318460,,,,,,,,
12,1340318520,,,,,,,,
13,1340318580,,,,,,,,
14,1340318640,,,,,,,,
15,1340318700,,,,,,,,
16,1340318760,,,,,,,,
17,1340318820,,,,,,,,
18,1340318880,,,,,,,,
19,1340318940,,,,,,,,
20,1340319000,,,,,,,,
21,1340319060,,,,,,,,
22,1340319120,,,,,,,,
23,1340319180,,,,,,,,
24,1340319240,,,,,,,,
25,1340319300,,,,,,,,
26,1340319360,,,,,,,,
27,1340319420,,,,,,,,
28,1340319480,,,,,,,,
29,1340319540,,,,,,,,
30,1340319600,,,,,,,,
31,1340319660,,,,,,,,
32,1340319720,,,,,,,,
33,1340319780,,,,,,,,
34,1340319840,,,,,,,,
35,1340319900,,,,,,,,
36,1340319960,,,,,,,,
37,1340320020,,,,,,,,
38,1340320080,,,,,,,,
39,1340320140,,,,,,,,
40,1340320200,,,,,,,,
41,1340320260,,,,,,,,
42,1340320320,,,,,,,,
43,1340320380,,,,,,,,
44,1340320440,,,,,,,,
45,1340320500,,,,,,,,
46,1340320560,,,,,,,,
47,1340320620,,,,,,,,
48,1340320680,,,,,,,,
49,1340320740,,,,,,,,
50,1340320800,,,,,,,,
51,1340320860,,,,,,,,
52,1340320920,,,,,,,,
53,1340320980,,,,,,,,
54,1340321040,,,,,,,,
55,1340321100,,,,,,,,
56,1340321160,,,,,,,,
57,1340321220,,,,,,,,
58,1340321280,,,,,,,,
59,1340321340,,,,,,,,
60,1340321400,,,,,,,,
61,1340321460,,,,,,,,
62,1340321520,,,,,,,,
63,1340321580,,,,,,,,
64,1340321640,,,,,,,,
65,1340321700,,,,,,,,
66,1340321760,,,,,,,,
67,1340321820,,,,,,,,
68,1340321880,,,,,,,,
69,1340321940,,,,,,,,
70,1340322000,,,,,,,,
71,1340322060,,,,,,,,
72,1340322120,,,,,,,,
73,1340322180,,,,,,,,
74,1340322240,,,,,,,,
75,1340322300,,,,,,,,
76,1340322360,,,,,,,,
77,1340322420,,,,,,,,
78,1340322480,,,,,,,,
79,1340322540,,,,,,,,
80,1340322600,,,,,,,,
81,1340322660,,,,,,,,
82,1340322720,,,,,,,,
83,1340322780,,,,,,,,
84,1340322840,,,,,,,,
85,1340322900,,,,,,,,
86,1340322960,,,,,,,,
87,1340323020,,,,,,,,
88,1340323080,,,,,,,,
89,1340323140,,,,,,,,
90,1340323200,,,,,,,,
91,1340323260,,,,,,,,
92,1340323320,,,,,,,,
93,1340323380,,,,,,,,
94,1340323440,,,,,,,,
95,1340323500,,,,,,,,
96,1340323560,,,,,,,,
97,1340323620,,,,,,,,
98,1340323680,,,,,,,,
99,1340323740,,,,,,,,
100,1340323800,,,,,,,,
101,1340323860,,,,,,,,
102,1340323920,,,,,,,,
103,1340323980,,,,,,,,
104,1340324040,,,,,,,,
105,1340324100,,,,,,,,
106,1340324160,,,,,,,,
107,1340324220,,,,,,,,
108,1340324280,,,,,,,,
109,1340324340,,,,,,,,
110,1340324400,,,,,,,,
111,1340324460,,,,,,,,
112,1340324520,,,,,,,,
113,1340324580,,,,,,,,
114,1340324640,,,,,,,,
115,1340324700,,,,,,,,
116,1340324760,,,,,,,,
117,1340324820,,,,,,,,
118,1340324880,,,,,,,,
119,1340324940,,,,,,,,
120,1340325000,,,,,,,,
121,1340325060,,,,,,,,
122,1340325120,,,,,,,,
123,1340325180,,,,,,,,
124,1340325240,,,,,,,,
125,1340325300,,,,,,,,
126,1340325360,,,,,,,,
127,1340325420,,,,,,,,
128,1340325480,,,,,,,,
129,1340325540,,,,,,,,
130,1340325600,,,,,,,,
131,1340325660,,,,,,,,
132,1340325720,,,,,,,,
133,1340325780,,,,,,,,
134,1340325840,,,,,,,,
135,1340325900,,,,,,,,
136,1340325960,,,,,,,,
137,1340326020,,,,,,,,
138,1340326080,,,,,,,,
139,1340326140,,,,,,,,
140,1340326200,,,,,,,,
141,1340326260,,,,,,,,
142,1340326320,,,,,,,,
143,1340326380,,,,,,,,
144,1340326440,,,,,,,,
145,1340326500,,,,,,,,
146,1340326560,,,,,,,,
147,1340326620,,,,,,,,
148,1340326680,,,,,,,,
149,1340326740,,,,,,,,
150,1340326800,,,,,,,,
151,1340326860,,,,,,,,
152,1340326920,,,,,,,,
153,1340326980,,,,,,,,
154,1340327040,,,,,,,,
155,1340327100,,,,,,,,
156,1340327160,,,,,,,,
157,1340327220,,,,,,,,
158,1340327280,,,,,,,,
159,1340327340,,,,,,,,
160,1340327400,,,,,,,,
161,1340327460,,,,,,,,
162,1340327520,,,,,,,,
163,1340327580,,,,,,,,
164,1340327640,,,,,,,,
165,1340327700,,,,,,,,
166,1340327760,,,,,,,,
167,1340327820,,,,,,,,
168,1340327880,,,,,,,,
169,1340327940,,,,,,,,
170,1340328000,,,,,,,,
171,1340328060,,,,,,,,
172,1340328120,,,,,,,,
173,1340328180,,,,,,,,
174,1340328240,,,,,,,,
175,1340328300,,,,,,,,
176,1340328360,,,,,,,,
177,1340328420,,,,,,,,
178,1340328480,,,,,,,,
179,1340328540,,,,,,,,
180,1340328600,,,,,,,,
181,1340328660,,,,,,,,
182,1340328720,,,,,,,,
183,1340328780,,,,,,,,
184,1340328840,,,,,,,,
185,1340328900,,,,,,,,
186,1340328960,,,,,,,,
187,1340329020,,,,,,,,
188,1340329080,,,,,,,,
189,1340329140,,,,,,,,
190,1340329200,,,,,,,,
191,1340329260,,,,,,,,
192,1340329320,,,,,,,,
193,1340329380,,,,,,,,
194,1340329440,,,,,,,,
195,1340329500,,,,,,,,
196,1340329560,,,,,,,,
197,1340329620,,,,,,,,
198,1340329680,,,,,,,,
199,1340329740,,,,,,,,
200,1340329800,,,,,,,,
201,1340329860,,,,,,,,
202,1340329920,,,,,,,,
203,1340329980,,,,,,,,
204,1340330040,,,,,,,,
205,1340330100,,,,,,,,
206,1340330160,,,,,,,,
207,1340330220,,,,,,,,
208,1340330280,,,,,,,,
209,1340330340,,,,,,,,
210,1340330400,,,,,,,,
211,1340330460,,,,,,,,
212,1340330520,,,,,,,,
213,1340330580,,,,,,,,
214,1340330640,,,,,,,,
215,1340330700,,,,,,,,
216,1340330760,,,,,,,,
217,1340330820,,,,,,,,
218,1340330880,,,,,,,,
219,1340330940,,,,,,,,
220,1340331000,,,,,,,,
221,1340331060,,,,,,,,
222,1340331120,,,,,,,,
223,1340331180,,,,,,,,
224,1340331240,,,,,,,,
225,1340331300,,,,,,,,
226,1340331360,,,,,,,,
227,1340331420,,,,,,,,
228,1340331480,,,,,,,,
229,1340331540,,,,,,,,
230,1340331600,,,,,,,,
231,1340331660,,,,,,,,
232,1340331720,,,,,,,,
233,1340331780,,,,,,,,
234,1340331840,,,,,,,,
235,1340331900,,,,,,,,
236,1340331960,,,,,,,,
237,1340332020,,,,,,,,
238,1340332080,,,,,,,,
239,1340332140,,,,,,,,
240,1340332200,,,,,,,,
241,1340332260,,,,,,,,
242,1340332320,,,,,,,,
243,1340332380,,,,,,,,
244,1340332440,,,,,,,,
245,1340332500,6.64,6.64,6.64,6.64,54.0,358.56,6.64,2916.0
246,1340332560,,,,,,,,
247,1340332620,,,,,,,,
248,1340332680,,,,,,,,
249,1340332740,,,,,,,,
250,1340332800,,,,,,,,
251,1340332860,,,,,,,,
252,1340332920,,,,,,,,
253,1340332980,,,,,,,,
254,1340333040,,,,,,,,
255,1340333100,,,,,,,,
256,1340333160,,,,,,,,
257,1340333220,6.65,6.65,6.65,6.65,0.61203008,4.070000032,6.65,0.3745808188248064
258,1340333280,,,,,,,,
259,1340333340,,,,,,,,
260,1340333400,,,,,,,,
261,1340333460,,,,,,,,
262,1340333520,,,,,,,,
263,1340333580,,,,,,,,
264,1340333640,,,,,,,,
265,1340333700,,,,,,,,
