,timestamp,signal
0,1325600520,0.0
1,1325602440,0.0
2,1325604720,0.0
3,1325610600,0.0
4,1325610840,0.0
5,1325611560,0.0
6,1325611620,0.0
7,1325650620,0.0
8,1325653500,0.0
9,1325680860,0.0
10,1325681820,0.0
11,1325691540,0.0
12,1325692380,0.0
13,1325692440,0.0
14,1325692800,0.0
15,1325699460,0.0
16,1325727600,0.0
17,1325735520,0.0
18,1325747940,0.0
19,1325753880,0.0
20,1325754180,0.0
21,1325756880,0.0
22,1325758080,0.0
23,1325758200,0.0
24,1325760480,0.0
25,1325762400,0.0
26,1325762460,0.0
27,1325762880,0.0
28,1325768820,0.0
29,1325770680,0.0
30,1325773860,0.0
31,1325803800,0.0
32,1325806500,0.0
33,1325806740,0.0
34,1325806860,0.0
35,1325806980,0.0
36,1325807160,0.0
37,1325829720,0.0
38,1325829840,0.0
39,1325856000,0.0
40,1325863260,0.0
41,1325864160,0.0
42,1325864220,0.0
43,1325867820,0.0
44,1325872740,0.0
45,1325872800,0.0
46,1325875320,0.0
47,1325881080,0.0
48,1325881140,0.0
49,1325881260,0.0
50,1325881320,0.0
51,1325960040,0.0
52,1326032400,0.0
53,1326065460,0.0
54,1326084000,0.0
55,1326110640,0.0
56,1326110760,0.0
57,1326110820,0.0
58,1326110880,0.0
59,1326110940,0.0
60,1326111300,0.0
61,1326111360,0.0
62,1326111420,0.0
63,1326111480,0.0
64,1326111540,0.0
65,1326111600,0.0
66,1326111840,0.0
67,1326115560,0.0
68,1326115620,0.0
69,1326115680,0.0
70,1326115980,0.0
71,1326117480,0.0
72,1326119580,0.0
73,1326122760,0.0
74,1326122820,0.0
75,1326122880,0.0
76,1326123780,0.0
77,1326124560,0.0
78,1326124680,0.0
79,1326124800,0.0
80,1326124980,0.0
81,1326125040,0.0
82,1326125160,0.0
83,1326129120,0.0
84,1326130020,0.0
85,1326132180,0.0
86,1326132300,0.0
87,1326138120,0.0
88,1326138240,0.0
89,1326149820,0.0
90,1326189360,0.0
91,1326189420,0.0
92,1326189480,0.0
93,1326189540,0.0
94,1326189600,0.0
95,1326192120,0.0
96,1326200400,0.0
97,1326200460,0.0
98,1326200520,0.0
99,1326200580,0.0
100,1326200640,0.0
101,1326200700,0.0
102,1326201000,0.0
103,1326201060,0.0
104,1326201120,0.0
105,1326201360,0.0
106,1326207300,0.0
107,1326207600,0.0
108,1326208620,0.0
109,1326208860,0.0
110,1326208920,0.0
111,1326208980,0.0
112,1326209040,0.0
113,1326210060,0.0
114,1326210240,0.0
115,1326219120,0.0
116,1326219180,1.0
117,1326219240,1.0
118,1326219300,1.0
119,1326236220,1.0
120,1326265500,1.0
121,1326265560,1.0
122,1326265620,1.0
123,1326265680,1.0
124,1326265740,1.0
125,1326265800,0.0
126,1326265860,0.0
127,1326265920,0.0
128,1326265980,0.0
129,1326266040,0.0
130,1326266100,0.0
131,1326266160,0.0
132,1326266220,0.0
133,1326266340,0.0
134,1326266400,0.0
135,1326269520,1.0
136,1326269580,1.0
137,1326275160,1.0
138,1326285300,1.0
139,1326285360,1.0
140,1326285420,1.0
141,1326285480,1.0
142,1326285540,1.0
143,1326285660,1.0
144,1326285720,1.0
145,1326285780,1.0
146,1326285840,1.0
147,1326285900,1.0
148,1326285960,1.0
149,1326286020,1.0
150,1326286080,1.0
151,1326286140,1.0
152,1326286200,1.0
153,1326286260,1.0
154,1326286320,1.0
155,1326286440,1.0
156,1326286500,1.0
157,1326286560,1.0
158,1326286620,1.0
159,1326286680,1.0
160,1326286740,1.0
161,1326290280,1.0
162,1326290340,1.0
163,1326291900,1.0
164,1326294120,1.0
165,1326307140,1.0
166,1326316320,1.0
167,1326316500,1.0
168,1326337440,1.0
169,1326363480,1.0
170,1326372780,1.0
171,1326375600,1.0
